"Time","ph"
2148,-0.01450328469490395
2149,-0.01453892976021814
2150,-0.01457455900289125
2151,-0.0146101718388647
2152,-0.01464576768135998
2153,-0.01468134594087682
2154,-0.01471690602519149
2155,-0.0147524473393553
2156,-0.01478796928569314
2157,-0.01482347126380223
2158,-0.01485895267055092
2159,-0.01489441290007772
2160,-0.01492985134379043
2161,-0.01496526739036537
2162,-0.01500066042574685
2163,-0.01503602983314663
2164,-0.01507137499304372
2165,-0.01510669528318414
2166,-0.01514199007858094
2167,-0.01517725875151439
2168,-0.01521250067153216
2169,-0.01524771520544987
2170,-0.01528290171735163
2171,-0.01531805956859081
2172,-0.01535318811779094
2173,-0.01538828672084678
2174,-0.01542335473092555
2175,-0.01545839149846832
2176,-0.01549339637119155
2177,-0.01552836869408882
2178,-0.01556330780943269
2179,-0.01559821305677676
2180,-0.01563308377295789
2181,-0.01566791929209856
2182,-0.01570271894560948
2183,-0.01573748206219223
2184,-0.01577220796784224
2185,-0.01580689598585183
2186,-0.01584154543681347
2187,-0.01587615563862323
2188,-0.01591072590648434
2189,-0.01594525555291103
2190,-0.01597974388773249
2191,-0.01601419021809699
2192,-0.01604859384847627
2193,-0.01608295408067003
2194,-0.01611727021381065
2195,-0.0161515415443681
2196,-0.01618576736615499
2197,-0.01621994697033189
2198,-0.01625407964541278
2199,-0.01628816467727072
2200,-0.01632220134914368
2201,-0.01635618894164061
2202,-0.01639012673274771
2203,-0.01642401399783483
2204,-0.0164578500096621
2205,-0.01649163403838683
2206,-0.01652536535157051
2207,-0.01655904321418605
2208,-0.01659266688862525
2209,-0.01662623563470639
2210,-0.01665974870968217
2211,-0.01669320536824767
2212,-0.01672660486254869
2213,-0.01675994644219016
2214,-0.01679322935424487
2215,-0.01682645284326233
2216,-0.01685961615127782
2217,-0.0168927185178218
2218,-0.01692575917992935
2219,-0.01695873737214991
2220,-0.01699165232655724
2221,-0.01702450327275958
2222,-0.01705728943790999
2223,-0.01709001004671699
2224,-0.01712266432145533
2225,-0.01715525148197695
2226,-0.01718777074572237
2227,-0.01722022132773198
2228,-0.01725260244065783
2229,-0.01728491329477546
2230,-0.01731715309799605
2231,-0.01734932105587871
2232,-0.01738141637164309
2233,-0.01741343824618212
2234,-0.01744538587807501
2235,-0.01747725846360049
2236,-0.01750905519675021
2237,-0.01754077526924249
2238,-0.01757241787053613
2239,-0.01760398218784456
2240,-0.01763546740615019
2241,-0.01766687270821894
2242,-0.01769819727461508
2243,-0.01772944028371622
2244,-0.01776060091172855
2245,-0.01779167833270232
2246,-0.01782267171854754
2247,-0.01785358023904987
2248,-0.01788440306188683
2249,-0.01791513935264414
2250,-0.0179457882748323
2251,-0.01797634898990348
2252,-0.01800682065726854
2253,-0.01803720243431434
2254,-0.01806749347642123
2255,-0.01809769293698083
2256,-0.01812779996741394
2257,-0.01815781371718883
2258,-0.01818773333383959
2259,-0.01821755796298481
2260,-0.01824728674834647
2261,-0.01827691883176904
2262,-0.01830645335323883
2263,-0.01833588945090356
2264,-0.01836522626109209
2265,-0.01839446291833455
2266,-0.01842359855538247
2267,-0.01845263230322934
2268,-0.01848156329113128
2269,-0.01851039064662793
2270,-0.01853911349556365
2271,-0.01856773096210887
2272,-0.0185962421687817
2273,-0.01862464623646976
2274,-0.01865294228445219
2275,-0.01868112943042198
2276,-0.01870920679050844
2277,-0.01873717347929988
2278,-0.01876502860986663
2279,-0.01879277129378415
2280,-0.01882040064115641
2281,-0.01884791576063952
2282,-0.01887531575946555
2283,-0.01890259974346653
2284,-0.0189297668170988
2285,-0.01895681608346739
2286,-0.01898374664435079
2287,-0.01901055760022585
2288,-0.01903724805029286
2289,-0.01906381709250097
2290,-0.01909026382357367
2291,-0.01911658733903466
2292,-0.01914278673323371
2293,-0.01916886109937298
2294,-0.01919480952953332
2295,-0.01922063111470099
2296,-0.01924632494479438
2297,-0.01927189010869113
2298,-0.0192973256942553
2299,-0.01932263078836488
2300,-0.01934780447693941
2301,-0.0193728458449678
2302,-0.01939775397653646
2303,-0.0194225279548575
2304,-0.0194471668622972
2305,-0.0194716697804047
2306,-0.01949603578994082
2307,-0.01952026397090711
2308,-0.01954435340257514
2309,-0.01956830316351591
2310,-0.01959211233162948
2311,-0.0196157799841748
2312,-0.01963930519779979
2313,-0.01966268704857143
2314,-0.01968592461200624
2315,-0.01970901696310087
2316,-0.0197319631763628
2317,-0.01975476232584135
2318,-0.01977741348515876
2319,-0.01979991572754156
2320,-0.01982226812585201
2321,-0.01984446975261979
2322,-0.01986651968007387
2323,-0.01988841698017447
2324,-0.01991016072464531
2325,-0.01993174998500592
2326,-0.01995318383260422
2327,-0.01997446133864922
2328,-0.01999558157424382
2329,-0.02001654361041793
2330,-0.02003734651816162
2331,-0.02005798936845847
2332,-0.0200784712323191
2333,-0.02009879118081483
2334,-0.02011894828511153
2335,-0.02013894161650358
2336,-0.02015877024644804
2337,-0.02017843324659887
2338,-0.02019792968884142
2339,-0.020217258645327
2340,-0.02023641918850761
2341,-0.02025541039117075
2342,-0.02027423132647454
2343,-0.02029288106798277
2344,-0.02031135868970019
2345,-0.02032966326610802
2346,-0.0203477938721994
2347,-0.02036574958351511
2348,-0.02038352947617943
2349,-0.02040113262693596
2350,-0.02041855811318385
2351,-0.02043580501301382
2352,-0.02045287240524457
2353,-0.0204697593694592
2354,-0.0204864649860417
2355,-0.02050298833621365
2356,-0.02051932850207096
2357,-0.02053548456662078
2358,-0.02055145561381845
2359,-0.02056724072860463
2360,-0.02058283899694244
2361,-0.02059824950585479
2362,-0.0206134713434618
2363,-0.02062850359901821
2364,-0.02064334536295104
2365,-0.02065799572689723
2366,-0.0206724537837414
2367,-0.0206867186276537
2368,-0.02070078935412781
2369,-0.02071466506001884
2370,-0.02072834484358152
2371,-0.02074182780450837
2372,-0.02075511304396791
2373,-0.02076819966464302
2374,-0.02078108677076931
2375,-0.02079377346817359
2376,-0.02080625886431244
2377,-0.02081854206831071
2378,-0.02083062219100029
2379,-0.02084249834495872
2380,-0.020854169644548
2381,-0.02086563520595342
2382,-0.02087689414722242
2383,-0.02088794558830348
2384,-0.02089878865108515
2385,-0.02090942245943499
2386,-0.02091984613923869
2387,-0.02093005881843905
2388,-0.02094005962707526
2389,-0.02094984769732189
2390,-0.02095942216352819
2391,-0.02096878216225729
2392,-0.02097792683232537
2393,-0.02098685531484102
2394,-0.02099556675324447
2395,-0.02100406029334689
2396,-0.02101233508336973
2397,-0.02102039027398404
2398,-0.02102822501834979
2399,-0.02103583847215528
2400,-0.02104322979365639
2401,-0.02105039814371604
2402,-0.02105734268584348
2403,-0.02106406258623365
2404,-0.02107055701380656
2405,-0.02107682514024656
2406,-0.02108286614004176
2407,-0.02108867919052324
2408,-0.02109426347190441
2409,-0.0210996181673203
2410,-0.02110474246286677
2411,-0.02110963554763974
2412,-0.02111429661377448
2413,-0.02111872485648464
2414,-0.02112291947410157
2415,-0.02112687966811327
2416,-0.02113060464320357
2417,-0.0211340936072911
2418,-0.02113734577156832
2419,-0.02114036035054044
2420,-0.02114313656206436
2421,-0.02114567362738742
2422,-0.02114797077118631
2423,-0.02115002722160575
2424,-0.02115184221029715
2425,-0.02115341497245726
2426,-0.02115474474686675
2427,-0.02115583077592864
2428,-0.02115667230570676
2429,-0.0211572685859641
2430,-0.02115761887020104
2431,-0.02115772241569361
2432,-0.02115757848353158
2433,-0.02115718633865649
2434,-0.02115654524989961
2435,-0.02115565449001984
2436,-0.02115451333574141
2437,-0.02115312106779162
2438,-0.02115147697093844
2439,-0.02114958033402796
2440,-0.02114743045002181
2441,-0.02114502661603445
2442,-0.02114236813337034
2443,-0.02113945430756101
2444,-0.02113628444840209
2445,-0.02113285786999007
2446,-0.02112917389075912
2447,-0.02112523183351768
2448,-0.02112103102548494
2449,-0.02111657079832727
2450,-0.02111185048819445
2451,-0.02110686943575577
2452,-0.02110162698623609
2453,-0.02109612248945165
2454,-0.02109035529984582
2455,-0.02108432477652468
2456,-0.02107803028329253
2457,-0.02107147118868711
2458,-0.02106464686601485
2459,-0.02105755669338583
2460,-0.02105020005374868
2461,-0.02104257633492531
2462,-0.02103468492964543
2463,-0.02102652523558104
2464,-0.02101809665538055
2465,-0.021009398596703
2466,-0.02100043047225192
2467,-0.02099119169980909
2468,-0.02098168170226815
2469,-0.020971899907668
2470,-0.02096184574922609
2471,-0.02095151866537146
2472,-0.02094091809977762
2473,-0.02093004350139531
2474,-0.02091889432448503
2475,-0.02090747002864937
2476,-0.02089577007886519
2477,-0.02088379394551561
2478,-0.02087154110442179
2479,-0.02085901103687453
2480,-0.02084620322966566
2481,-0.02083311717511926
2482,-0.02081975237112268
2483,-0.02080610832115733
2484,-0.02079218453432929
2485,-0.0207779805253997
2486,-0.02076349581481499
2487,-0.02074872992873682
2488,-0.02073368239907188
2489,-0.02071835276350145
2490,-0.02070274056551074
2491,-0.02068684535441804
2492,-0.02067066668540359
2493,-0.02065420411953832
2494,-0.0206374572238123
2495,-0.02062042557116299
2496,-0.02060310874050323
2497,-0.02058550631674909
2498,-0.02056761789084736
2499,-0.02054944305980297
2500,-0.02053098142670598
2501,-0.02051223260075855
2502,-0.02049319619730149
2503,-0.02047387183784069
2504,-0.02045425915007321
2505,-0.02043435776791329
2506,-0.02041416733151788
2507,-0.02039368748731217
2508,-0.0203729178880147
2509,-0.02035185819266229
2510,-0.02033050806663472
2511,-0.02030886718167913
2512,-0.02028693521593423
2513,-0.02026471185395417
2514,-0.0202421967867322
2515,-0.0202193897117241
2516,-0.02019629033287127
2517,-0.02017289836062366
2518,-0.02014921351196232
2519,-0.02012523551042183
2520,-0.02010096408611235
2521,-0.0200763989757414
2522,-0.0200515399226355
2523,-0.02002638667676137
2524,-0.02000093899474702
2525,-0.01997519663990242
2526,-0.01994915938224003
2527,-0.01992282699849496
2528,-0.01989619927214491
2529,-0.01986927599342978
2530,-0.0198420569593711
2531,-0.01981454197379105
2532,-0.0197867308473313
2533,-0.01975862339747153
2534,-0.01973021944854769
2535,-0.01970151883176992
2536,-0.01967252138524027
2537,-0.01964322695397005
2538,-0.01961363538989697
2539,-0.01958374655190196
2540,-0.01955356030582564
2541,-0.0195230765244846
2542,-0.01949229508768738
2543,-0.01946121588225005
2544,-0.01942983880201163
2545,-0.01939816374784915
2546,-0.01936619062769242
2547,-0.01933391935653853
2548,-0.01930134985646599
2549,-0.01926848205664867
2550,-0.01923531589336939
2551,-0.01920185131003318
2552,-0.01916808825718032
2553,-0.01913402669249899
2554,-0.01909966658083772
2555,-0.01906500789421745
2556,-0.01903005061184333
2557,-0.01899479472011625
2558,-0.01895924021264397
2559,-0.01892338709025205
2560,-0.01888723536099443
2561,-0.01885078504016371
2562,-0.01881403615030112
2563,-0.01877698872120617
2564,-0.0187396427899461
2565,-0.01870199840086479
2566,-0.01866405560559167
2567,-0.01862581446305006
2568,-0.01858727503946538
2569,-0.01854843740837289
2570,-0.01850930165062532
2571,-0.01846986785440002
2572,-0.01843013611520584
2573,-0.01839010653588983
2574,-0.01834977922664342
2575,-0.01830915430500846
2576,-0.01826823189588285
2577,-0.01822701213152598
2578,-0.01818549515156365
2579,-0.01814368110299294
2580,-0.01810157014018653
2581,-0.01805916242489691
2582,-0.01801645812626011
2583,-0.01797345742079928
2584,-0.0179301604924278
2585,-0.0178865675324522
2586,-0.01784267873957473
2587,-0.01779849431989557
2588,-0.01775401448691484
2589,-0.0177092394615342
2590,-0.01766416947205815
2591,-0.0176188047541951
2592,-0.01757314555105803
2593,-0.01752719211316489
2594,-0.01748094469843871
2595,-0.01743440357220736
2596,-0.01738756900720298
2597,-0.01734044128356122
2598,-0.01729302068881996
2599,-0.01724530751791797
2600,-0.01719730207319308
2601,-0.01714900466438008
2602,-0.0171004156086084
2603,-0.01705153523039934
2604,-0.0170023638616631
2605,-0.01695290184169549
2606,-0.01690314951717428
2607,-0.01685310724215528
2608,-0.01680277537806815
2609,-0.01675215429371179
2610,-0.01670124436524957
2611,-0.01665004597620418
2612,-0.01659855951745213
2613,-0.01654678538721806
2614,-0.01649472399106862
2615,-0.01644237574190618
2616,-0.01638974105996216
2617,-0.01633682037278999
2618,-0.01628361411525796
2619,-0.01623012272954158
2620,-0.01617634666511578
2621,-0.01612228637874666
2622,-0.01606794233448315
2623,-0.01601331500364817
2624,-0.01595840486482957
2625,-0.01590321240387088
2626,-0.01584773811386153
2627,-0.01579198249512701
2628,-0.01573594605521862
2629,-0.01567962930890289
2630,-0.01562303277815086
2631,-0.01556615699212686
2632,-0.01550900248717718
2633,-0.01545156980681836
2634,-0.01539385950172523
2635,-0.01533587212971859
2636,-0.01527760825575269
2637,-0.01521906845190242
2638,-0.01516025329735011
2639,-0.01510116337837218
2640,-0.01504179928832538
2641,-0.01498216162763291
2642,-0.01492225100377006
2643,-0.01486206803124971
2644,-0.01480161333160752
2645,-0.01474088753338683
2646,-0.01467989127212321
2647,-0.01461862519032894
2648,-0.01455708993747696
2649,-0.01449528616998472
2650,-0.01443321455119769
2651,-0.01437087575137261
2652,-0.01430827044766047
2653,-0.0142453993240892
2654,-0.01418226307154615
2655,-0.0141188623877602
2656,-0.01405519797728371
2657,-0.01399127055147414
2658,-0.01392708082847543
2659,-0.01386262953319909
2660,-0.01379791739730508
2661,-0.01373294515918234
2662,-0.01366771356392921
2663,-0.01360222336333339
2664,-0.01353647531585183
2665,-0.01347047018659023
2666,-0.0134042087472824
2667,-0.01333769177626924
2668,-0.01327092005847758
2669,-0.01320389438539872
2670,-0.01313661555506667
2671,-0.01306908437203631
2672,-0.01300130164736103
2673,-0.01293326819857044
2674,-0.01286498484964757
2675,-0.01279645243100598
2676,-0.01272767177946657
2677,-0.01265864373823418
2678,-0.01258936915687391
2679,-0.01251984889128727
2680,-0.01245008380368801
2681,-0.01238007476257775
2682,-0.01230982264272143
2683,-0.01223932832512245
2684,-0.01216859269699763
2685,-0.01209761665175189
2686,-0.01202640108895277
2687,-0.01195494691430469
2688,-0.01188325503962295
2689,-0.01181132638280757
2690,-0.01173916186781689
2691,-0.01166676242464092
2692,-0.01159412898927449
2693,-0.01152126250369023
2694,-0.01144816391581121
2695,-0.01137483417948354
2696,-0.01130127425444856
2697,-0.01122748510631503
2698,-0.01115346770653094
2699,-0.01107922303235517
2700,-0.01100475206682901
2701,-0.01093005579874733
2702,-0.0108551352226297
2703,-0.01077999133869122
2704,-0.01070462515281316
2705,-0.01062903767651344
2706,-0.01055322992691685
2707,-0.01047720292672515
2708,-0.01040095770418689
2709,-0.01032449529306714
2710,-0.01024781673261695
2711,-0.01017092306754263
2712,-0.01009381534797487
2713,-0.01001649462943772
2714,-0.009938961972817212
2715,-0.009861218444330052
2716,-0.009783265115491905
2717,-0.009705103063085647
2718,-0.009626733369129356
2719,-0.009548157120844159
2720,-0.009469375410621952
2721,-0.009390389335992845
2722,-0.009311199999592524
2723,-0.00923180850912942
2724,-0.009152215977351682
2725,-0.009072423522014003
2726,-0.008992432265844333
2727,-0.008912243336510339
2728,-0.008831857866585762
2729,-0.008751276993516608
2730,-0.008670501859587183
2731,-0.008589533611885948
2732,-0.008508373402271258
2733,-0.008427022387336931
2734,-0.008345481728377653
2735,-0.00826375259135426
2736,-0.008181836146858875
2737,-0.008099733570079839
2738,-0.008017446040766632
2739,-0.007934974743194486
2740,-0.007852320866128982
2741,-0.00776948560279046
2742,-0.007686470150818312
2743,-0.00760327571223511
2744,-0.007519903493410638
2745,-0.00743635470502577
2746,-0.007352630562036214
2747,-0.007268732283636161
2748,-0.007184661093221779
2749,-0.007100418218354582
2750,-0.007016004890724695
2751,-0.006931422346113999
2752,-0.006846671824359128
2753,-0.006761754569314377
2754,-0.006676671828814485
2755,-0.006591424854637327
2756,-0.006506014902466452
2757,-0.00642044323185355
2758,-0.006334711106180766
2759,-0.006248819792622966
2760,-0.006162770562109858
2761,-0.006076564689288029
2762,-0.005990203452482847
2763,-0.005903688133660325
2764,-0.005817020018388834
2765,-0.005730200395800716
2766,-0.005643230558553882
2767,-0.005556111802793215
2768,-0.005468845428111949
2769,-0.00538143273751292
2770,-0.00529387503736978
2771,-0.005206173637388074
2772,-0.00511832985056625
2773,-0.005030344993156609
2774,-0.004942220384626154
2775,-0.004853957347617371
2776,-0.004765557207908901
2777,-0.004677021294376215
2778,-0.004588350938952109
2779,-0.00449954747658723
2780,-0.004410612245210453
2781,-0.00432154658568926
2782,-0.004232351841789997
2783,-0.004143029360138085
2784,-0.004053580490178197
2785,-0.003964006584134316
2786,-0.003874308996969794
2787,-0.003784489086347326
2788,-0.003694548212588855
2789,-0.003604487738635459
2790,-0.003514309030007156
2791,-0.003424013454762681
2792,-0.003333602383459176
2793,-0.003243077189111894
2794,-0.003152439247153813
2795,-0.003061689935395233
2796,-0.002970830633983285
2797,-0.002879862725361463
2798,-0.002788787594229083
2799,-0.002697606627500718
2800,-0.002606321214265564
2801,-0.002514932745746839
2802,-0.002423442615261109
2803,-0.002331852218177571
2804,-0.00224016295187734
2805,-0.002148376215712702
2806,-0.002056493410966335
2807,-0.00196451594081051
2808,-0.001872445210266288
2809,-0.001780282626162661
2810,-0.001688029597095723
2811,-0.001595687533387786
2812,-0.001503257847046504
2813,-0.001410741951723983
2814,-0.00131814126267587
2815,-0.001225457196720447
2816,-0.001132691172197702
2817,-0.00103984460892842
2818,-0.0009469189281732389
2819,-0.0008539155525917377
2820,-0.0007608359062014808
2821,-0.0006676814143371188
2822,-0.0005744535036094591
2823,-0.000481153601864515
2824,-0.000387783138142626
2825,-0.000294343542637549
2826,-0.0002008362466555537
2827,-0.0001072626825745344
2828,-1.362428380315069e-05
2829,8.007751526002369e-05
2830,0.0001738412792673496
2831,0.0002676655719629357
2832,0.000361548956223446
2833,0.000455489994098872
2834,0.0005494872468532903
2835,0.0006435392750055904
2836,0.0007376446383701873
2837,0.0008318018960976904
2838,0.0009260096067155443
2839,0.001020266328168656
2840,0.001114570617859977
2841,0.00120892103269103
2842,0.001303316129102454
2843,0.001397754463114441
2844,0.001492234590367203
2845,0.001586755066161342
2846,0.001681314445498207
2847,0.001775911283120197
2848,0.001870544133551044
2849,0.001965211551135984
2850,0.002059912090081961
2851,0.002154644304497713
2852,0.00224940674843385
2853,0.002344197975922857
2854,0.002439016541019039
2855,0.002533860997838433
2856,0.002628729900598617
2857,0.002723621803658522
2858,0.002818535261558129
2859,0.002913468829058107
2860,0.003008421061179441
2861,0.003103390513242917
2862,0.0031983757409086
2863,0.003293375300215194
2864,0.003388387747619386
2865,0.003483411640035078
2866,0.003578445534872543
2867,0.003673487990077536
2868,0.003768537564170303
2869,0.003863592816284528
2870,0.003958652306206167
2871,0.004053714594412259
2872,0.004148778242109605
2873,0.004243841811273383
2874,0.00433890386468567
2875,0.004433962965973877
2876,0.004529017679649114
2877,0.004624066571144432
2878,0.004719108206853004
2879,0.004814141154166201
2880,0.004909163981511562
2881,0.005004175258390703
2882,0.005099173555417063
2883,0.005194157444353655
2884,0.005289125498150594
2885,0.005384076290982626
2886,0.005479008398286504
2887,0.005573920396798264
2888,0.005668810864590406
2889,0.005763678381108951
2890,0.005858521527210426
2891,0.005953338885198689
2892,0.006048129038861678
2893,0.006142890573508046
2894,0.006237622076003668
2895,0.006332322134808028
2896,0.006426989340010521
2897,0.006521622283366596
2898,0.006616219558333819
2899,0.006710779760107775
2900,0.006805301485657892
2901,0.006899783333763094
2902,0.006994223905047373
2903,0.007088621802015227
2904,0.00718297562908693
2905,0.007277283992633729
2906,0.007371545501012861
2907,0.007465758764602502
2908,0.007559922395836506
2909,0.007654035009239083
2910,0.007748095221459284
2911,0.007842101651305394
2912,0.00793605291977916
2913,0.008029947650109885
2914,0.008123784467788404
2915,0.00821756200060089
2916,0.00831127887866252
2917,0.008404933734451029
2918,0.008498525202840085
2919,0.008592051921132529
2920,0.008685512529093473
2921,0.00877890566898324
2922,0.008872229985590179
2923,0.008965484126263292
2924,0.009058666740944733
2925,0.009151776482202164
2926,0.009244812005260923
2927,0.009337771968036059
2928,0.009430655031164222
2929,0.009523459858035384
2930,0.009616185114824372
2931,0.009708829470522295
2932,0.009801391596967775
2933,0.009893870168878027
2934,0.009986263863879772
2935,0.01007857136253999
2936,0.01017079134839651
2937,0.01026292250798842
2938,0.01035496353088633
2939,0.01044691310972245
2940,0.01053876994022051
2941,0.01063053272122552
2942,0.01072220015473331
2943,0.01081377094591995
2944,0.010905243803171
2945,0.01099661743811054
2946,0.01108789056563003
2947,0.01117906190391707
2948,0.01127013017448388
2949,0.01136109410219565
2950,0.01145195241529873
2951,0.01154270384544863
2952,0.01163334712773778
2953,0.01172388100072318
2954,0.01181430420645387
2955,0.01190461549049815
2956,0.0119948136019707
2957,0.01208489729355939
2958,0.01217486532155209
2959,0.0122647164458631
2960,0.01235444943005952
2961,0.01244406304138738
2962,0.01253355605079761
2963,0.01262292723297173
2964,0.01271217536634753
2965,0.01280129923314434
2966,0.01289029761938828
2967,0.01297916931493722
2968,0.01306791311350559
2969,0.01315652781268897
2970,0.0132450122139885
2971,0.01333336512283508
2972,0.01342158534861339
2973,0.01350967170468569
2974,0.01359762300841544
2975,0.01368543808119073
2976,0.01377311574844745
2977,0.01386065483969236
2978,0.01394805418852584
2979,0.01403531263266454
2980,0.01412242901396379
2981,0.01420940217843976
2982,0.0142962309762915
2983,0.0143829142619227
2984,0.01446945089396331
2985,0.01455583973529091
2986,0.01464207965305186
2987,0.01472816951868232
2988,0.01481410820792894
2989,0.01489989460086951
2990,0.01498552758193318
2991,0.0150710060399207
2992,0.0151563288680243
2993,0.01524149496384741
2994,0.01532650322942415
2995,0.01541135257123863
2996,0.01549604190024407
2997,0.01558057013188158
2998,0.0156649361860989
2999,0.01574913898736883
3000,0.01583317746470738
3001,0.01591705055169189
3002,0.01600075718647879
3003,0.01608429631182113
3004,0.01616766687508606
3005,0.01625086782827189
3006,0.01633389812802508
3007,0.01641675673565696
3008,0.0164994426171602
3009,0.01658195474322515
3010,0.0166642920892559
3011,0.01674645363538611
3012,0.01682843836649466
3013,0.0169102452722211
3014,0.01699187334698082
3015,0.01707332158998004
3016,0.01715458900523058
3017,0.01723567460156439
3018,0.01731657739264795
3019,0.01739729639699624
3020,0.0174778306379868
3021,0.01755817914387322
3022,0.01763834094779876
3023,0.01771831508780945
3024,0.01779810060686719
3025,0.01787769655286246
3026,0.01795710197862696
3027,0.01803631594194592
3028,0.01811533750557024
3029,0.01819416573722842
3030,0.01827279970963819
3031,0.01835123850051805
3032,0.01842948119259847
3033,0.01850752687363292
3034,0.0185853746364087
3035,0.01866302357875751
3036,0.01874047280356583
3037,0.01881772141878502
3038,0.01889476853744132
3039,0.01897161327764547
3040,0.01904825476260228
3041,0.01912469212061981
3042,0.01920092448511849
3043,0.01927695099463988
3044,0.01935277079285532
3045,0.0194283830285743
3046,0.01950378685575262
3047,0.01957898143350032
3048,0.01965396592608945
3049,0.01972873950296154
3050,0.01980330133873492
3051,0.01987765061321175
3052,0.01995178651138492
3053,0.02002570822344462
3054,0.02009941494478485
3055,0.02017290587600954
3056,0.02024618022293854
3057,0.02031923719661343
3058,0.02039207601330305
3059,0.02046469589450879
3060,0.02053709606696975
3061,0.02060927576266767
3062,0.02068123421883153
3063,0.02075297067794208
3064,0.0208244843877361
3065,0.02089577460121043
3066,0.02096684057662578
3067,0.02103768157751036
3068,0.02110829687266331
3069,0.02117868573615785
3070,0.02124884744734426
3071,0.02131878129085272
3072,0.02138848655659575
3073,0.02145796253977065
3074,0.0215272085408616
3075,0.0215962238656416
3076,0.02166500782517417
3077,0.02173355973581489
3078,0.02180187891921266
3079,0.02186996470231088
3080,0.02193781641734822
3081,0.02200543340185941
3082,0.02207281499867567
3083,0.022139960555925
3084,0.02220686942703224
3085,0.02227354097071894
3086,0.02233997455100303
3087,0.0224061695371983
3088,0.02247212530391364
3089,0.02253784123105208
3090,0.02260331670380972
3091,0.02266855111267435
3092,0.0227335438534239
3093,0.02279829432712473
3094,0.02286280194012973
3095,0.02292706610407614
3096,0.02299108623588326
3097,0.02305486175774993
3098,0.02311839209715183
3099,0.02318167668683858
3100,0.02324471496483064
3101,0.02330750637441602
3102,0.02337005036414684
3103,0.02343234638783562
3104,0.02349439390455148
3105,0.02355619237861607
3106,0.02361774127959933
3107,0.02367904008231515
3108,0.02374008826681669
3109,0.02380088531839166
3110,0.02386143072755735
3111,0.02392172399005547
3112,0.0239817646068468
3113,0.02404155208410578
3114,0.02410108593321474
3115,0.02416036567075806
3116,0.02421939081851618
3117,0.02427816090345928
3118,0.02433667545774103
3119,0.02439493401869195
3120,0.02445293612881266
3121,0.02451068133576702
3122,0.02456816919237503
3123,0.0246253992566056
3124,0.02468237109156913
3125,0.0247390842655099
3126,0.02479553835179839
3127,0.0248517329289233
3128,0.02490766758048351
3129,0.02496334189517986
3130,0.02501875546680668
3131,0.0250739078942433
3132,0.02512879878144532
3133,0.02518342773743569
3134,0.02523779437629572
3135,0.02529189831715588
3136,0.02534573918418642
3137,0.02539931660658794
3138,0.02545263021858169
3139,0.02550567965939978
3140,0.02555846457327523
3141,0.0256109846094319
3142,0.02566323942207419
3143,0.02571522867037669
3144,0.02576695201847364
3145,0.02581840913544826
3146,0.0258695996953219
3147,0.02592052337704311
3148,0.02597117986447649
3149,0.02602156884639154
3150,0.02607169001645121
3151,0.02612154307320041
3152,0.02617112772005437
3153,0.02622044366528687
3154,0.02626949062201834
3155,0.02631826830820376
3156,0.0263667764466206
3157,0.0264150147648564
3158,0.02646298299529647
3159,0.02651068087511128
3160,0.02655810814624376
3161,0.02660526455539664
3162,0.02665214985401937
3163,0.0266987637982952
3164,0.02674510614912804
3165,0.02679117667212913
3166,0.02683697513760371
3167,0.02688250132053751
3168,0.02692775500058317
3169,0.0269727359620465
3170,0.02701744399387266
3171,0.02706187888963226
3172,0.02710604044750728
3173,0.02714992847027696
3174,0.02719354276530353
3175,0.0272368831445179
3176,0.02727994942440518
3177,0.02732274142599015
3178,0.02736525897482259
3179,0.02740750190096259
3180,0.02744947003896569
3181,0.0274911632278679
3182,0.02753258131117079
3183,0.02757372413682629
3184,0.02761459155722152
3185,0.02765518342916351
3186,0.02769549961386384
3187,0.02773553997692315
3188,0.02777530438831561
3189,0.02781479272237335
3190,0.02785400485777069
3191,0.02789294067750839
3192,0.02793160006889783
3193,0.02796998292354501
3194,0.02800808913733461
3195,0.02804591861041385
3196,0.02808347124717642
3197,0.02812074695624619
3198,0.02815774565046096
3199,0.02819446724685613
3200,0.02823091166664822
3201,0.02826707883521845
3202,0.02830296868209617
3203,0.02833858114094225
3204,0.02837391614953244
3205,0.02840897364974065
3206,0.02844375358752217
3207,0.0284782559128968
3208,0.02851248057993204
3209,0.0285464275467261
3210,0.02858009677539096
3211,0.02861348823203529
3212,0.0286466018867474
3213,0.0286794377135781
3214,0.02871199569052355
3215,0.02874427579950801
3216,0.02877627802636665
3217,0.02880800236082819
3218,0.02883944879649761
3219,0.02887061733083874
3220,0.02890150796515693
3221,0.02893212070458153
3222,0.02896245555804847
3223,0.02899251253828275
3224,0.0290222916617809
3225,0.02905179294879343
3226,0.02908101642330725
3227,0.02910996211302803
3228,0.02913863004936261
3229,0.0291670202674013
3230,0.02919513280590027
3231,0.02922296770726377
3232,0.02925052501752646
3233,0.02927780478633569
3234,0.02930480706693371
3235,0.02933153191613999
3236,0.02935797939433334
3237,0.0293841495654342
3238,0.02941004249688684
3239,0.02943565825964155
3240,0.02946099692813683
3241,0.02948605858028155
3242,0.02951084329743718
3243,0.02953535116439997
3244,0.02955958226938308
3245,0.02958353670399881
3246,0.02960721456324073
3247,0.02963061594546591
3248,0.02965374095237707
3249,0.02967658968900482
3250,0.0296991622636898
3251,0.0297214587880649
3252,0.02974347937703752
3253,0.02976522414877175
3254,0.02978669322467062
3255,0.02980788672935836
